orig_file_name,file_name,hr_true,fps,frame_cnt
20230709063041091_tmp_9949e22ca1194f55dfe50c5f9d8d34c9bf3a5da7d7da569e,1273-20230709063041091_tmp_9949e22ca1194f55dfe50c5f9d8d34c9bf3a5da7d7da569e,76.0,24.0,236.0
20230917092800582_tmp_7624f1e6c060f3ce2f389cb40908fc4541ae7449267f2f82,1274-20230917092800582_tmp_7624f1e6c060f3ce2f389cb40908fc4541ae7449267f2f82,73.0,24.0,477.0
20231107080502378_tmp_59ab1aa0f470996739a64c37f3afe307d83ee10899f5e182,1275-20231107080502378_tmp_59ab1aa0f470996739a64c37f3afe307d83ee10899f5e182,83.0,24.0,477.0
20231227182407201_tmp_22e4c49466ee71127e533d98c27e4f5c9eff7c1aa8c17c74,1276-20231227182407201_tmp_22e4c49466ee71127e533d98c27e4f5c9eff7c1aa8c17c74,75.0,19.83333333333333,395.0
20230405212622535_tmp_226c33511ea7edb6b99fb69f16491d5b3344c7e1c5bb3584,1290-20230405212622535_tmp_226c33511ea7edb6b99fb69f16491d5b3344c7e1c5bb3584,62.0,14.396663945458156,290.0
20230411213901851_tmp_077ee3c006b7f768c774e0885f6038756241bbf988cabab7,1291-20230411213901851_tmp_077ee3c006b7f768c774e0885f6038756241bbf988cabab7,69.0,25.25,490.0
20230411215243958_tmp_2db2f8f8e4925cfe736e5cd87b311e62f9cebea16ae028e9,1292-20230411215243958_tmp_2db2f8f8e4925cfe736e5cd87b311e62f9cebea16ae028e9,65.0,24.666666666666668,486.0
20230419134712354_tmp_225ad9f9230b02dabfc9f1056e733ad51f5a20a2fcafbc3a,1293-20230419134712354_tmp_225ad9f9230b02dabfc9f1056e733ad51f5a20a2fcafbc3a,66.0,30.0,498.0
20230422182717066_tmp_8db25db194e17643901c9ac0e1241bc2fc39baf6d989bcd8,1294-20230422182717066_tmp_8db25db194e17643901c9ac0e1241bc2fc39baf6d989bcd8,77.0,24.58333333333333,491.0
20230521093804558_tmp_fc67d0e67180f505560ef1365e696eb46ef57d588ffaef55,1295-20230521093804558_tmp_fc67d0e67180f505560ef1365e696eb46ef57d588ffaef55,86.0,29.97002997002997,492.0
20230630081405500_tmp_d3e0394be5997bec023703995dc5cfb4a08342e6e0060890,1296-20230630081405500_tmp_d3e0394be5997bec023703995dc5cfb4a08342e6e0060890,88.0,24.0,478.0
20230710085035893_tmp_9eed3fdba05a7c72b5fcb6904354ec2dfb6a54d9d7f89e9a,1297-20230710085035893_tmp_9eed3fdba05a7c72b5fcb6904354ec2dfb6a54d9d7f89e9a,72.0,24.0,478.0
20230710085318429_tmp_e86ffa9b94ebbf84b8b4d0c21d821f79b77df64c0e4b9673,1298-20230710085318429_tmp_e86ffa9b94ebbf84b8b4d0c21d821f79b77df64c0e4b9673,74.0,24.0,477.0
20230919093033506_tmp_0cb9dd264f5301c3b5aca3a603c2719ecb10d9a66f2714e8,1299-20230919093033506_tmp_0cb9dd264f5301c3b5aca3a603c2719ecb10d9a66f2714e8,76.0,24.0,475.0
20230407230234473_tmp_d16cbc20df1f422e85d3778e30497a58,1315-20230407230234473_tmp_d16cbc20df1f422e85d3778e30497a58,65.0,24.916666666666668,507.0
20230413173414489_tmp_1310fb4d46734062eb67b16b7c865c96,1316-20230413173414489_tmp_1310fb4d46734062eb67b16b7c865c96,73.0,29.83333333333333,607.0
20230415005736549_tmp_f85baabbc15ff38cc8eef1248e790f93,1317-20230415005736549_tmp_f85baabbc15ff38cc8eef1248e790f93,57.0,24.916666666666668,507.0
20230428141124550_tmp_2113863527453bfda5485eee7bffdca3,1318-20230428141124550_tmp_2113863527453bfda5485eee7bffdca3,84.0,29.916666666666668,605.0
20230416160826568_tmp_6cb14005f9a350193047c667decdab92,1332-20230416160826568_tmp_6cb14005f9a350193047c667decdab92,74.0,24.0,489.0
20230417182539021_tmp_eb0a2cf6859152280f463cd59cfb0a2c,1333-20230417182539021_tmp_eb0a2cf6859152280f463cd59cfb0a2c,63.0,24.0,491.0
20230417182714483_tmp_7fc869af88f098613be45cb231fb9de6,1334-20230417182714483_tmp_7fc869af88f098613be45cb231fb9de6,63.0,24.0,490.0
20230623095948153_tmp_96df6e3a732d736a324214897c9fedabd4efd65a5d7790ae,1337-20230623095948153_tmp_96df6e3a732d736a324214897c9fedabd4efd65a5d7790ae,109.0,20.0,469.0
20230413235155948_tmp_63e4d7b365cd8c326bb26ca2362c8ee946bf927ebea09141,1338-20230413235155948_tmp_63e4d7b365cd8c326bb26ca2362c8ee946bf927ebea09141,71.0,30.0,492.0
20230510150006966_tmp_055292f9cc150bfcd9627d951bf0745c392e4fcb17f2add6,1339-20230510150006966_tmp_055292f9cc150bfcd9627d951bf0745c392e4fcb17f2add6,70.0,25.01585293874379,494.0
20230513104931849_tmp_d925fadebd3478d4c686d8e7a9f2800aabb7cae7a00bbff6,1340-20230513104931849_tmp_d925fadebd3478d4c686d8e7a9f2800aabb7cae7a00bbff6,70.0,24.993691022324768,493.0
20230414152203199_tmp_aafd8079d57f35be968faef38d9ccaa69526e8da0a3044e3,1341-20230414152203199_tmp_aafd8079d57f35be968faef38d9ccaa69526e8da0a3044e3,75.0,30.0,485.0
20230414152557837_tmp_2308279a38c10c9e72f03b4f653bba1676c7af803938c8c3,1342-20230414152557837_tmp_2308279a38c10c9e72f03b4f653bba1676c7af803938c8c3,77.0,25.17251101262325,499.0
20230415185022055_tmp_441c544995457c0a3ed2b1dcbf5b982ccca2f4977708ea55,1343-20230415185022055_tmp_441c544995457c0a3ed2b1dcbf5b982ccca2f4977708ea55,83.0,16.666666666666668,331.0
20230522212225929_tmp_00707b2788f78d346e39b5dfb85e2018a6224226bcc10548,1344-20230522212225929_tmp_00707b2788f78d346e39b5dfb85e2018a6224226bcc10548,66.0,25.52385028045668,501.0
20230619214706109_tmp_c898e44fc64542d6a88404fe648f579c6aa30f5ed5d37ea2,1345-20230619214706109_tmp_c898e44fc64542d6a88404fe648f579c6aa30f5ed5d37ea2,78.0,24.759607748821296,485.0
20231009163514598_tmp_261f0506a5c06a101a7c6bcd1da8dda32f0a60c41b3d048d,1349-20231009163514598_tmp_261f0506a5c06a101a7c6bcd1da8dda32f0a60c41b3d048d,64.0,24.0,526.0
20231009205631098_tmp_7ddbfc12126701521fde55fddcfc76529d059de7619adb76,1350-20231009205631098_tmp_7ddbfc12126701521fde55fddcfc76529d059de7619adb76,57.0,24.0,480.0
20231009210213776_tmp_a6c93239599f856327982046d72ef87b6d99792955dd0cfc,1351-20231009210213776_tmp_a6c93239599f856327982046d72ef87b6d99792955dd0cfc,66.0,24.0,481.0
20231127105109894_tmp_80aa7cda05b93ef95c1e9d976ada4c32,1370-20231127105109894_tmp_80aa7cda05b93ef95c1e9d976ada4c32,89.0,24.916666666666668,508.0
20231127110054479_tmp_bdd410f29db018606126b20cc3246d7a,1371-20231127110054479_tmp_bdd410f29db018606126b20cc3246d7a,89.0,24.916666666666668,509.0
20231109213310382_tmp_5860903256a46ae065841af9757824a116e61ff8c0663129,1372-20231109213310382_tmp_5860903256a46ae065841af9757824a116e61ff8c0663129,74.0,24.0,481.0
20231109213834596_tmp_2824e3e3070a71a52fa283a4a05ec1bab65b32ee2be370b1,1373-20231109213834596_tmp_2824e3e3070a71a52fa283a4a05ec1bab65b32ee2be370b1,74.0,24.0,509.0
20231004082146178_tmp_abdf7911ceea479b9946e97e4bcae3244504feaaf1225d02,1374-20231004082146178_tmp_abdf7911ceea479b9946e97e4bcae3244504feaaf1225d02,75.0,24.0,477.0
20231004082337932_tmp_545c466789b99cbcc4f88723a574bca67024676beb976f42,1375-20231004082337932_tmp_545c466789b99cbcc4f88723a574bca67024676beb976f42,68.0,24.0,477.0
20230925152004728_tmp_53a4bfabd41ad6e99bf4e6242c371063b86b7b1900ac8910,1376-20230925152004728_tmp_53a4bfabd41ad6e99bf4e6242c371063b86b7b1900ac8910,70.0,24.0,490.0
20230925154828429_tmp_16f157286098a5af4bc483fba736e939fa22e4628c8b949c,1377-20230925154828429_tmp_16f157286098a5af4bc483fba736e939fa22e4628c8b949c,71.0,24.0,477.0
20231207204030214_tmp_97973cf2eaea0b82e3857dc84d30c87a1049e867208f1b1e,1378-20231207204030214_tmp_97973cf2eaea0b82e3857dc84d30c87a1049e867208f1b1e,90.0,24.0,477.0
20231207204201985_tmp_49828ef793fdee94be04d49b8c4498ed0e03a585479ce73b,1379-20231207204201985_tmp_49828ef793fdee94be04d49b8c4498ed0e03a585479ce73b,90.0,24.0,477.0
20231128190937355_tmp_1386a61e1e3e9a2a41e947aac0e42fce,1380-20231128190937355_tmp_1386a61e1e3e9a2a41e947aac0e42fce,92.0,25.0,515.0
20231128191610618_tmp_26c03dc8e7e98ec19285e91eca872c64,1381-20231128191610618_tmp_26c03dc8e7e98ec19285e91eca872c64,90.0,25.0,527.0
20230824104944752_tmp_87f3bbb8b5f752a5a48f47fe250eea63bebd491da9b9e9ee,1382-20230824104944752_tmp_87f3bbb8b5f752a5a48f47fe250eea63bebd491da9b9e9ee,72.0,24.0,478.0
20230824105519613_tmp_27703456d58bc3f818c5361e93f43de4e11a940eeb05a6c0,1383-20230824105519613_tmp_27703456d58bc3f818c5361e93f43de4e11a940eeb05a6c0,72.0,24.0,478.0
20230814204329221_tmp_50dd1f699bbd2479f1e9918c188c61e18be96b0306de93b4,1384-20230814204329221_tmp_50dd1f699bbd2479f1e9918c188c61e18be96b0306de93b4,87.0,24.0,523.0
20230814204446452_tmp_90615b0c4191186b3a14e226962ad1727b162c176d0dd8ef,1385-20230814204446452_tmp_90615b0c4191186b3a14e226962ad1727b162c176d0dd8ef,90.0,24.0,475.0
20240107060721375_tmp_15290819f092c07fe28be176400218e78bcadcc5cbe8b112,1388-20240107060721375_tmp_15290819f092c07fe28be176400218e78bcadcc5cbe8b112,66.0,24.0,478.0
20240107061917462_tmp_d1000569fb64e3fcdcc95db63e8ededade399ab03d98c7c4,1389-20240107061917462_tmp_d1000569fb64e3fcdcc95db63e8ededade399ab03d98c7c4,73.0,24.0,479.0
20240114142144682_tmp_f976d5d32d0839b774fe1ad7251d95b33612de2a712c20a5,1390-20240114142144682_tmp_f976d5d32d0839b774fe1ad7251d95b33612de2a712c20a5,60.0,25.689678853579004,505.0
20240118155145744_tmp_7be2ed702224b0df87698bb6814e30353c6bcae5867de268,1391-20240118155145744_tmp_7be2ed702224b0df87698bb6814e30353c6bcae5867de268,64.0,20.0,407.0
20240119164440451_tmp_dabe5fee70798323779b27a89c94a7ab29755642ca2df98d,1392-20240119164440451_tmp_dabe5fee70798323779b27a89c94a7ab29755642ca2df98d,75.0,24.916666666666668,242.0
20230422202633120_tmp_d0836ec7f03b29de13aaf0508b8a82ed2346fd844509940c,1395-20230422202633120_tmp_d0836ec7f03b29de13aaf0508b8a82ed2346fd844509940c,55.0,20.08333333333333,391.0
20230426204639751_tmp_98f9c4f71b6cb2e37359fed2ea6ffcb8e99d300f670325c6,1396-20230426204639751_tmp_98f9c4f71b6cb2e37359fed2ea6ffcb8e99d300f670325c6,55.0,19.916666666666668,390.0
20230511173556889_tmp_d6ae1407e9b626c068e168c5a541ea47ac843981d199a5cb,1397-20230511173556889_tmp_d6ae1407e9b626c068e168c5a541ea47ac843981d199a5cb,69.0,25.06425646095184,493.0
20230517202937201_tmp_e5b5625cdc7f71b79e216b15ab83e4baf57cdeb153f9bae1,1398-20230517202937201_tmp_e5b5625cdc7f71b79e216b15ab83e4baf57cdeb153f9bae1,71.0,20.0,411.0
20230424090201440_tmp_c2c673dcb0ddb71969cfa82c7f663362,1399-20230424090201440_tmp_c2c673dcb0ddb71969cfa82c7f663362,70.0,24.0,541.0
20230429080222867_tmp_d0b0cae91c3a3f0bf276f401c79965fb,1400-20230429080222867_tmp_d0b0cae91c3a3f0bf276f401c79965fb,61.0,24.0,496.0
20231221190048401_tmp_ade14a78348e515ff9ca7f6b722c21ccdbc44f7f0a526193,1401-20231221190048401_tmp_ade14a78348e515ff9ca7f6b722c21ccdbc44f7f0a526193,82.0,24.0,479.0
20231225115639716_tmp_d6fb747952b23ff06283fb9e207e8cf56b8e68bf6c75df63,1402-20231225115639716_tmp_d6fb747952b23ff06283fb9e207e8cf56b8e68bf6c75df63,68.0,24.0,478.0
20230925191628141_tmp_bb5a93825a4cc1ab5f8cbe6c0148a9784b10f874f589f8c2,1403-20230925191628141_tmp_bb5a93825a4cc1ab5f8cbe6c0148a9784b10f874f589f8c2,94.0,24.0,475.0
20231008184229118_tmp_8ca4cf997d35c557e54249400db633aa326589face2138c4,1404-20231008184229118_tmp_8ca4cf997d35c557e54249400db633aa326589face2138c4,91.0,24.0,474.0
20230406201133760_tmp_1247e0b61c1c360fc2cfd011cf0e8e2646e1ce0024f248d5,1407-20230406201133760_tmp_1247e0b61c1c360fc2cfd011cf0e8e2646e1ce0024f248d5,89.0,14.25,306.0
20230408135354792_tmp_174ef3e7e53f2f89585ecfa5d627d89405e324cfc5ca3ae6,1408-20230408135354792_tmp_174ef3e7e53f2f89585ecfa5d627d89405e324cfc5ca3ae6,85.0,14.25,317.0
20230422143611070_tmp_12c05d94c380b1814f88675afcb8b737,1409-20230422143611070_tmp_12c05d94c380b1814f88675afcb8b737,67.0,24.0,487.0
20230504173941697_tmp_3e65e8ef1acc9d50c23a366fbed350bb,1410-20230504173941697_tmp_3e65e8ef1acc9d50c23a366fbed350bb,77.0,24.0,483.0
20240121103511221_tmp_dbde0e7a04bf02d59143f0b30136a85f69555b7376628e18,1411-20240121103511221_tmp_dbde0e7a04bf02d59143f0b30136a85f69555b7376628e18,62.0,24.0,477.0
20240217203218877_tmp_35d32dd92e42a839ca4107ff490795d8ebc0576101bcc843,1412-20240217203218877_tmp_35d32dd92e42a839ca4107ff490795d8ebc0576101bcc843,85.0,24.0,478.0
20230405142042774_tmp_052def4b657eb029b6a64cf7b5e80c956986867e91854157,1449-20230405142042774_tmp_052def4b657eb029b6a64cf7b5e80c956986867e91854157,72.0,24.77149738523083,481.0
20230405160146426_tmp_9575a919ede610e6a1088d9b3cf82146,1450-20230405160146426_tmp_9575a919ede610e6a1088d9b3cf82146,50.0,24.0,527.0
20230407230724776_tmp_f263272d17d8769c0494aec71d5112daa9ba6379e7cb2c89,1451-20230407230724776_tmp_f263272d17d8769c0494aec71d5112daa9ba6379e7cb2c89,65.0,25.175660683298723,531.0
20230408200514233_tmp_1840850570c83ceec75c9240d3f2953340efe1f6a8d1dc71,1452-20230408200514233_tmp_1840850570c83ceec75c9240d3f2953340efe1f6a8d1dc71,87.0,25.601644319404503,501.0
20230409113400390_tmp_ad16b0c2c1e892845b857803aa48f97806b151908a80e287,1453-20230409113400390_tmp_ad16b0c2c1e892845b857803aa48f97806b151908a80e287,79.0,25.431645670488383,500.0
20230410131008760_tmp_fbbd459ba9c86b7d286f65c99e914fd9fd5da42cfdd513a1,1454-20230410131008760_tmp_fbbd459ba9c86b7d286f65c99e914fd9fd5da42cfdd513a1,59.0,30.0,487.0
20230415075411004_tmp_9b9d36239728ea91b9dfe6f9856a73b2,1455-20230415075411004_tmp_9b9d36239728ea91b9dfe6f9856a73b2,72.0,24.0,494.0
20230419132440948_tmp_2b3e2ddfd30d01e368fcd9036284a8bc8bd71d4387c6ca31,1456-20230419132440948_tmp_2b3e2ddfd30d01e368fcd9036284a8bc8bd71d4387c6ca31,89.0,30.0,597.0
20230420093825861_tmp_e021bfb669905aafb4924d756c897e01247222fce42ab620,1457-20230420093825861_tmp_e021bfb669905aafb4924d756c897e01247222fce42ab620,110.0,19.97132235854071,392.0
20230420113526227_tmp_fae8f4e7c0c1a123f1d87e4b0db9f440aae27d60b0c1f666,1458-20230420113526227_tmp_fae8f4e7c0c1a123f1d87e4b0db9f440aae27d60b0c1f666,65.0,24.711460017105765,487.0
20230421212546151_tmp_23ac8ea61a2f07469c1488257a3a7c8f,1459-20230421212546151_tmp_23ac8ea61a2f07469c1488257a3a7c8f,55.0,24.916666666666668,506.0
20230422000517309_tmp_77c9773f62df821e9ff2e6472d9ef27e,1460-20230422000517309_tmp_77c9773f62df821e9ff2e6472d9ef27e,65.0,24.0,558.0
20230424205917371_tmp_43a76b238b53da54829064b6a21d6e3a,1461-20230424205917371_tmp_43a76b238b53da54829064b6a21d6e3a,69.0,24.916666666666668,511.0
20230427191230312_tmp_a3ac3ab7ea2ca2651dbd89024886a487a4b1b986d0b32f1a,1462-20230427191230312_tmp_a3ac3ab7ea2ca2651dbd89024886a487a4b1b986d0b32f1a,82.0,24.83648327586499,489.0
20230503203220411_tmp_fa1c53a0352d5ed2708d39deefaf66c278631775ec8068f8,1463-20230503203220411_tmp_fa1c53a0352d5ed2708d39deefaf66c278631775ec8068f8,60.0,24.666666666666668,487.0
20230505080317316_tmp_fccd40f2d393d3c2a54f885d28f9f6a61a57e6897dc80460,1464-20230505080317316_tmp_fccd40f2d393d3c2a54f885d28f9f6a61a57e6897dc80460,77.0,24.748549927196013,515.0
20230507201809610_tmp_ae4332880b812a7671b5e517b657eb5444f9e35c3653839a,1465-20230507201809610_tmp_ae4332880b812a7671b5e517b657eb5444f9e35c3653839a,82.0,29.0,563.0
20230509112722679_tmp_61136465d22d0aba8d45834f9421380cb40189dcfd45b59c,1466-20230509112722679_tmp_61136465d22d0aba8d45834f9421380cb40189dcfd45b59c,101.0,23.377447816397467,464.0
20230510090633363_tmp_1bae53f47168a1945dd646a1aacbe464,1467-20230510090633363_tmp_1bae53f47168a1945dd646a1aacbe464,63.0,29.416666666666668,663.0
20230513112915264_tmp_c461dae877ac57abbad3ed5c105b98d1,1468-20230513112915264_tmp_c461dae877ac57abbad3ed5c105b98d1,75.0,25.25,513.0
20230515114343247_tmp_2ddad0e0619776116480fda43476099ecfe1a30a0286731d,1469-20230515114343247_tmp_2ddad0e0619776116480fda43476099ecfe1a30a0286731d,65.0,30.0,490.0
20230517054633035_tmp_30b7b20c69a35ddfdd006c7332b56dfdd0fb758e603690dd,1470-20230517054633035_tmp_30b7b20c69a35ddfdd006c7332b56dfdd0fb758e603690dd,57.0,24.666666666666668,485.0
